TypovÈ oznaËenÌ;Artikl;V˝robce;N·zev;»Ìslo dÌlu v˝robce;V˝bÏhov˝ dÌl;status
09150006203;1813-5373;HARTING;Krimpovaci kontakt F 0,50mm?  Han-D Ag;U18135373;;H
09150006103;1813-5375;HARTING;Krimpovaci kontakt M 0,50mm? CS Han-D Ag;;;H
09300105425;1813-5376;HARTING;Kryt konektoru HAN 10B;10560536;;U
09200162812;1813-5380;HARTING;Z·suvkov· vlozka 16P+E SR HAN-16A;9200162812;;H
HC-B 10-ADP/1 DSUB;1813-5381;PHOENIX CONTACT;Adapterplatte DSUB25 HAN10B;1775499;;U
09200030801;1813-5395;HARTING;Zakladna konektoru zavir. Han-A 3A 90∞;;;H
09150006204;1813-5404;HARTING;Krimpovaci kontakt F 0,37mm? CP Han-D Ag;U18135404;;H
WDU 10;1813-5408;WEIDM‹LLER;Svorka radova 1,5- 10,0mm2 WDU10    61A;1020300000;;H
WPE 4;1813-5409;WEIDM‹LLER;SVORKA UZEMNENÕ WPE4;1010100000;;H
WPE 10;1813-5410;WEIDM‹LLER;Svorka PE   1,5- 16,0mm2 WPE10;1010300000;;H
WAP 2.5-10;1813-5414;WEIDM‹LLER;KRYT svorek WAP 2.5-10;1050000000;;H
A02B-0120-K303;1813-5421;FANUC;Konektor15BU    50V kpl LT     HRSRC;10656635;;H
SUBCON 15/M-SH;1813-5428;PHOENIX CONTACT;D-SUB konektor 15/M-SH;2761606;;U
09330242601;1813-5491;HARTING;Konektor M 24P+E0,75-2,50mm?  Han-E;;;H
HDC HE 16 MS;1813-5492;WEIDM‹LLER;Konektor M 16P+E0,75-2,50mm?  Han-E;1207500000;;H
09200162612;1813-5494;HARTING;Konektor öroubovacÌ 16P+E SR,HAN-16A;;;H
09200042611;1813-5495;HARTING;Konektor M  4P+E 0,75-1,50mm?  Han-A;;;H
09300061541;1813-5496;HARTING;Kryt konektoru Han-B PG16 6B;;;H
CKSM 04;1813-5504;ILME;Stifteinsatz  4P+E SR;;;H
H-A 4 BS 10432000;1813-5505;LAPP EPIC;Buchseneinsatz FZ  4P+E;;;H
SMS24P-1;1813-5524;SOURIAU;Vlozka konek.    24P;;;H
SMS-24H1;1813-5527;SOUARIAU;Krytka s odlehcenim  24P   TTSMS;;;H
RM-16M23K;1813-5529;BURNDY;Kontakt samec 0,52-1,5mm2 RM16M23K GN;10572531;;H
RM20M12K;1813-5530;SOURIAU;Kontaktstift   0,32- 0,52mm2 RM20M12K BU;;;H
PCVK 4-7,62-PE;1813-5702;PHOENIX CONTACT;Erdklemme 0.2-4.0mm2 PCVK 4-7.62;1876246;;U
K183;1813-5711;MAAGTECHNIC;TÏsnicÌ z·tka D19.6 / 8 mal·;10411608;;H
031161;1813-5750;;Deska adaptÈru pr·zdn· 031161 EROWA;;;H
09330162716;1813-5754;HARTING;Konektor F 16P+E 0,14-2,50mm?  Han-ES;;;
MC 1,5/ 2-ST-3,81;1813-5755;PHOENIX CONTACT;Konektor PKB1550/3.81/2;1803578;;H
EJ150NB/66,6-5-383;1813-5759;WAGNER & GRIMM;Trafo(Trenn)VA  560 1x400    /  230V;;;H
DEK-REL-G24/21;1813-5807;PHOENIX CONTACT;Patice rele 1UK    24V=  6A sr;2964500;;H
USLKG 6 N;1813-5814;PHOENIX CONTACT;Svorka 0.2-10  6mm2 GYGN;0442079;;H
UK  6 N;1813-5816;PHOENIX CONTACT;Reihenklemme 0.2-6.0mm2 UK6N;3004524;;H
8720.08;1813-5819;AGRO;Zaslepka(MS)M20;10543257;;H
COVER P-93;1813-5820;PILZ;Kryt pro P-93;774090;;H
1060.4;1813-5823;AGRO;Pruchodka kabelu(MS)M4 /8    28,5-33,0;;;H
285-635;1813-5830;WAGO;RADOVE SVORKY 35mm2 GY 1/1;10781831;;H
285-435;1813-5848;WAGO;PROPOJKA 2P 85A PRO 285;10675018;;
780-454;1813-5850;WAGO;Propojka 1 na 4 2,5mm2 isol.;;;U
8855.17;1813-5851;AGRO;Zaslepka(PA)M16                      LGY;;;H
AZ 9;1813-5853;ALMATEC;Desticka s dirou ?6,5    N22   STVZP;;;H
ZAV-P3;1813-5855;EATON;PRODLOUZENI OSY 25mm pro T5(B)/P3;29417;;H
ZVV-P3;1813-5856;EATON;PRODLOUZENI DILU 25mm ZVV-P3;24671;;H
000172;1813-5860;;Sroub 6HR s drazkou M6 14AZ 14.14;;;K
UK 10-DREHSI (5X20;1813-5885;PHOENIX CONTACT;Sicher.klemme 0.5-16.0mm2 UK10-DR;3005109;;U
GV2ME08;1813-5888;SCHNEIDER ELECTRIC;Jistic 3P   2,5-4,0A sr TM;10512539;;H
ST-1N4007;1813-5891;PHOENIX CONTACT;Diodenstecker;2802329;;U
EMG 45-DIO14M;1813-5892;PHOENIX CONTACT;Diodenmodul    1300V/0,7A     14*1N4007;2950129;;U
C016 20H003 110 10;1813-5924;AMPHENOL;Kabelstecker ST  3P+E SR 180G    Ecomate;;;H
09150006105;1813-5926;HARTING;Krimpovaci kontakt HAN D M Ag;;;H
09150006205;1813-5927;HARTING;Krimpovaci kontakt D F 0,75mm2 CP HAN-D;;;H
SK  5,08/3,8:FORTL;1813-5932;PHOENIX CONTACT;Popis SK 5.08/3.8  1-10  RM5.08mm;0804293:0001;;H
MSTB 2,5/ 8-STF-5,;1813-5935;PHOENIX CONTACT;Stecker  8P Schr.Flansch seitl. COMB;1778043;;H
E/MK 1;1813-5938;PHOENIX CONTACT;Zarazka na DIN listu;1421659;;U
ST-BE;1813-5947;PHOENIX CONTACT;Diodenstecker zu Grundklemme 16A;2802316;;H
GV2ME16;1813-5948;SCHNEIDER ELECTRIC;Jistic 3P 9,0-14A sr TM;;;H
UKK 5-2DIO/O-UL/UR;1813-5966;PHOENIX CONTACT;Diodenklemme 0,2- 4,0mm2 UKK5-2DIO;2791113;;U
USLKG 16 N;1813-5993;PHOENIX CONTACT;Svorka uzemneni 4.0- 16.0mm2 USLKG16N;0443023;;H
UK 16 N BU;1813-5994;PHOENIX CONTACT;Reihenklemme 4.0-16.0mm2 UK16NBU;3006056;;H
UK 16 N;1813-5995;PHOENIX CONTACT;Radove svorky 4.0-16.0mm2 UK16N;3006043;;H
8AC123.60-1;1813-6007;B&R;ACOPOS Incremental encoder AC123;;;H
09140009908;1813-6023;HARTING;Vodici pin M HAN Modular;;;H
09140009909;1813-6024;HARTING;Vodici pin F  HAN Modular;;;H
DIN 7985A;1813-6031;BOSSARD;SROUB COCK. HL. DIN7985-M4x4-4.8-ZN;;;K
TM2S8;1813-6032;PANDUIT;KABEL. PRICHYTKA M4/b-5mm TM 2S 8;;;K
3RT1015-2BB42;1813-6056;SIEMENS;Stykac 3kW  24V= 3P S00 1NC;10505284;;U
3RT1026-3BB40;1813-6057;SIEMENS;Stykac  11,0kW  24V=  3P   fz;;;U
769-103;1813-6060;WAGO;ZASTRCKA FdZ1 3p;U18136060;;H
PLC-RSP- 24DC/21HC;1813-6067;PHOENIX CONTACT;Releova svorka 1UK    24V=  6A fz;2966472;;C
DILEM-10-G(24VDC);1813-6081;EATON;Stykac 4kW 24V=  3P01  sr;10213;;H
750-600;1813-6086;WAGO;"Bus-koncova svorka; lichtgrau";;;H
750-402;1813-6087;WAGO;"3,0ms;4-Kanal Digi. Vstupni svorka DC24V";;;H
750-504;1813-6089;WAGO;4-Kanal Dig. Vystupni svorka DC24V;;;H
WS 5-12;1813-6097;PHOENIX CONTACT;Kryt vystrazny WS 5-12;0805315;;U
8855.25;1813-6138;AGRO;Zaslepka(PA) M25                     LGY;;;H
3RH1911-1FA40;1813-6162;SIEMENS;Blok pom.kontaktu    4NO sroub;UV432354;1816-2388;U
3RH1911-1FA31;1813-6165;SIEMENS;Blok pom.kontaktu    3NO+1NC sroub;10126474;;U
TS 35X15/LL 2M/ST/;1813-6166;WEIDM‹LLER;Lista nosna DIN 35x 15 2000mm perfor;236500000;;H
3SU1900-0FA10-0AA0;1813-6168;SIEMENS;Zaslepka kulata       BK;;;H
PKZM0-0,63;1813-6176;EATON;Spoustec motoru  3P 0.4-63A screw;72733;;H
RCDILE250;1813-6177;EATON;RC-clen  RC   DILE250  250VAC     MODUL;46320;;H
B3.1/2-PKZ0;1813-6180;EATON;Pripojnice 3P T54- 2M 63A;44945;;H
FAZ-C25/3;1813-6182;EATON;JistiË  3P  (C) 25,00A 230/400V;278875;;
FAZ-C10/3;1813-6184;EATON;JisitË 10C/3f - 15kA;278869;;H
FAZ-C6/2;1813-6187;EATON;Jistic 2P  (C)  6,00A 230/400V;278754;;H
EVG-16/3PHAS/6MODU;1813-6190;EATON;"Napajeci lista ; 3-polig; 2-fach; f. FAZ";291485;;H
DILA-XHI22;1813-6201;EATON;KontaktnÌ blok NC x2 + NO x2;276426;;U
09150006106;1813-6207;HARTING;Krimpovaci kontakt D M  2,50mm2 CP HAN-D;;;H
19300100527;1813-6208;HARTING;Kryt konektoru 1xM32  seit. 2Bg HAN-10B;;;H
19300160272;1813-6209;HARTING;PRIPOJKA   hB  2xM32         HAN16B;;;U
1420/225N;1813-6212;N¡HR.ZAPMA BMN-M25;Gegenmutter schwarz M 25x1,5 BK;;;H
514-M32;1813-6214;PMA;Z·slepka(PA6)M32/8  LGY;;;U
PCLT-29B.50;1813-6226;ABB;OCHRANNA TRUBKA PMA;7TAA292240R0089;;H
RC-20M12K;1813-6244;FCI;Kontakt samice  0.32-0.52mm2 AU/NI blau;U18136244;;H
HC-B  6-ADP/1 DSUB;1813-6245;PHOENIX CONTACT;Adapterplatte DSUB 9 HAN6B;1775457;;U
LC1D09BD;1813-6250;SCHNEIDER ELECTRIC;Stykac 5,5kW  24V=  3P01  sr;;;H
3RV1011-0GA10;1813-6266;SIEMENS;Spoustec motoru 0.45-0.63A     S00 Screw;U10132987;;H
LC1D18BL;1813-6268;SCHNEIDER ELECTRIC;Stykac 18A 1''Z'' +1''V'' 2.4W DC24V;10644710;;U
3RH1122-2BB40;1813-6271;SIEMENS;Stykac pomocny 2NO+2NC 230V~ S00;;;U
LP1K0601BD3;1813-6276;SCHNEIDER ELECTRIC;Stykac 2,2kW, 24V= 3P01 sr;10833174;;H
3LD2504-0TK51;1813-6317;SIEMENS;Hlavni vypinac      3P 22kW  63A BK;10535288;;H
TS 4199.000;1813-6339;RITTAL;Drzak/distancni vlozka nosnych list;4199000;;H
DTS50PX;1813-6391;DELTRON;Konektor D-Sub 50P;;;H
DTS50SX;1813-6392;DELTRON;Konektor D-Sub 50P;;;H
DILEM-01-G(24VDC);1813-6397;EATON;Stykac 4,0kW  24V=  3P01  sr;10343;;H
859-403;1813-6398;WAGO;PROPOJKA 3P 18A GY isoliert;10563336;;H
M22-A;1813-6420;EATON;Modulovy drzak pro 3 Elemente;216374;;H
M22-CK01;1813-6421;EATON;KONTAKTblok s cageclamp M22-CK01;216385;;H
M22-CK10;1813-6422;EATON;KontaktnÌ blok eaton M22-CK10;216384;;H
M22-DL-G;1813-6425;EATON;TLACITKO M22-DL-G;216927;;H
M22-DL-R;1813-6426;EATON;DIODA LED  M22-DL-R;216925;;H
270-560;1813-6432;WAGO;3 ÿad· SVORKA pro senzory 2,5mm2 GY;10479034;;H
270-417;1813-6438;WAGO;"M˘stek; pro svorky neizolovan˝ 17◊";10490452;;
ST 1,5-QUATTRO;1813-6439;PHOENIX CONTACT;Radove svorky ST1.5-Quattro;3031186;;H
D-ST 2,5-QUATTRO;1813-6440;PHOENIX CONTACT;Kryt k ST 2,5-Quattro GY;3030514;;H
FBS  2-4;1813-6441;PHOENIX CONTACT;Propojka     2P FBS2-4  RD;3030116;;H
ST 2,5-QUATTRO-PE;1813-6443;PHOENIX CONTACT;Pruûinov· svorka ST2.5-Quattro-PE;3031322;;H
ST 2,5-QUATTRO BU;1813-6444;PHOENIX CONTACT;Svorka ST2,5-QUATTRO-BU;3031319;;H
09330162702;1813-6453;HARTING;VLOZKA KONEKTORU 16P+E CP HAN-16E;;;H
09330162602;1813-6455;HARTING;Konektor HAN E-M-C 16P 16A 0.14...4mm≤;;;U
09330242702;1813-6456;HARTING;Han E 24 Pos. F Insert Crimp;09330242702;;H
09330242602;1813-6457;HARTING;Konektor HAN 24 E-M-C;09330242602;;H
09120053001;1813-6463;HARTING;KONEKTOR 400V 16A 5P+E CP   HAN-Q5/0;;;H
09120053101;1813-6464;HARTING;Vlozka konektoru 5P+E CP       HAN-Q5/0;10585037;;H
3RV1901-1F;1813-6476;SIEMENS;Blok kontaktni 2NO      bezsroub;10395137;;U
BN3318;1813-6477;BOSSARD;Drzak distanc M6I/M6A SW10   40mm  STVZP;;;K
281-654;1813-6483;WAGO;SbÏrnicov· svorka 0,08ñ4,0 mm? 2/2 fz BU;;;H
GL6;1813-6502;L‹TZE;K·men se z·vitem M6 GL;330943.0100;;H
1060.20.080;1813-6513;AGRO;Pruchodka kabelu(MS)M20/6     6,0- 8,0;10693502;;H
3RH1911-1FA22;1813-6515;SIEMENS;Blok pom.kontaktu    2NO+2NC sroub   S00;10498022;;U
09320006208;1813-6519;HARTING;Kontaktbuchse AG      6,00mm2 CP HAN-C;;;H
09140033001;1813-6520;HARTING;Han modul 3P    3C M 40A;;;U
09140033101;1813-6521;HARTING;Vlozka konektoru 3P+E CP 10mm2;;;H
UKK 3-MSTB-5,08-F;1813-6522;PHOENIX CONTACT;Reihenkl Etage Flansch UKK3-MSTB-5.08;1785832;;H
D-UKK 3-MSTB-5,08;1813-6523;PHOENIX CONTACT;Deckel zu UKK 3-MSTB-5,08 GY;2770891;;U
ST 1,5;1813-6524;PHOENIX CONTACT;Radove svorky 0.14-1.5mm2 ST1.5;3031076;;H
ST 2,5;1813-6526;PHOENIX CONTACT;Radove svorky ST2.5;3031212;;H
D-ST 2,5;1813-6527;PHOENIX CONTACT;Kryt ST1,5 / ST2,5 GY;3030417;;H
ST 6;1813-6528;PHOENIX CONTACT;Radove svorky 0.5-6.0mm2 ST6;3031487;;H
D-ST 6;1813-6529;PHOENIX CONTACT;Kryt svorky D-ST 6;3030433;;H
ST 10;1813-6530;PHOENIX CONTACT;Svorka ST10GR;3036110;;H
ST 10 BU;1813-6531;PHOENIX CONTACT;Svorka ST10BU;3036123;;H
ST 10-PE;1813-6532;PHOENIX CONTACT;Svorka ST10PE;3036136;;H
D-ST 10;1813-6533;PHOENIX CONTACT;Krytka D-ST10 öed·;3036644;;H
VCF3;1813-6537;SCHNEIDER ELECTRIC;Spinac  18.5kW  63A VCF3;;;H
VZ12;1813-6538;SCHNEIDER ELECTRIC;Neutralleiter-Modul 63A-80A       VZ12;;;U
WAD 8 MC B GE/SW;1813-6547;WEIDM‹LLER;Oznaceni svorek 33,3x8   blesk YE;1120470000;;H
ZDU 2.5/3AN;1813-6573;WEIDM‹LLER;Radove svorky  0,5-  2,5mm2 ZDU2.5/3AN;1608540000;;H
ZAP/TW 2 DB;1813-6574;WEIDM‹LLER;Delici stena k ZDU2.5/3AN;1608770000;;H
ZAP/TW6/3AN;1813-6576;WEIDM‹LLER;Delici stena k  ZAP/TW 6/3AN  Weidmuller;7907370000;;H
ZPE 2.5/3AN;1813-6577;WEIDM‹LLER;Svorka gb/bn   0,5-  2,5mm2 ZPE2.5/3AN;1608650000;;H
ZPE 6/3AN;1813-6578;WEIDM‹LLER;Svorka   0,5-  6,0mm2 ZPE6/3AN    Weidm.;7907400000;;H
ZQV 2.5/2;1813-6579;WEIDM‹LLER;Propojka ZQV 2,5/2  ûlut·;1608860000;;H
3RH1911-2HA22;1813-6585;SIEMENS;Blok pom.kontaktu 4P 2NO+2NC bezsroub;10505285;;U
ZAP ZDKB/ZDKS;1813-6590;WEIDM‹LLER;Delici stena k         ZDKB/ZDKS;1699621111;;H
XVBC2B3;1813-6623;SCHNEIDER ELECTRIC;Signalova lampa XVB-C2B zelena;;;H
XVBC2B7;1813-6625;SCHNEIDER ELECTRIC;Leuchtelement f.Signalsaeule XVB-C2B fl;;;H
XVBC21;1813-6626;SCHNEIDER ELECTRIC;PRIPOJKA S VIKEM f.Signalsaeule XVB;V435126;;H
MSTB 2,5/ 5-STF-5,;1813-6634;PHOENIX CONTACT;Stecker  5P Schr.Flansch seitl. COMB;1778014;;U
MSTB 2,5/ 6-STF-5,08;1813-6635;PHOENIX CONTACT;Konektor 6P Schr.Flansch seitl. COMB;1778027;;U
GV2ME21;1813-6644;SCHNEIDER ELECTRIC;Leistungsschal.3P  17- 23A sr TM;10512542;;H
3RT1916-1BD00;1813-6670;SIEMENS;Varistor 127-240V~, 150-250V= S00;10553059;;U
3RT1926-1BD00;1813-6671;SIEMENS;Varistor 127-240V~, 150-250V= S0-S3;10089509;;U
M22-IVS;1813-6673;EATON;DRZAK na listu M22-IVS;216400;;
SZ 4138.140;1813-6677;RITTAL;Schaltschrankleuchte 230V 14W Scha/Stec;4138140;;H
SZ 4315.520;1813-6679;RITTAL;Dverni spinac OG kabel 0,6m,NO+NC;4315520;;H
09150006224;1813-6731;HARTING;Krimpovaci kontakt HAN D F Au AWG 22-26;10468558;;H
09150006124;1813-6732;HARTING;Krimpovaci kontakt HAN D M Au AWG 22-26;;;H
ZDU 2.5;1813-6744;WEIDM‹LLER;Svorka   0,5-  2,5mm2 ZDU2.5;1608510000;;H
ZPE 2.5;1813-6746;WEIDM‹LLER;Svorka gb/bn    0,5-  4,0mm2 ZPE2.5;1608640000;;H
ZAP/TW 1;1813-6747;WEIDM‹LLER;Delici stena k ZAP/TW 1;1608740000;;H
ZDU 6;1813-6749;WEIDM‹LLER;Svorka   0,5-  6,0mm2 ZDU6;1608620000;;H
ZDU 6 BL;1813-6750;WEIDM‹LLER;Svorka   0,5-  6,0mm2 ZDU6 BL;1608630000;;H
ZPE 6;1813-6751;WEIDM‹LLER;Svorka gb/bn   0,5-  6,0mm2 ZPE6;1608670000;;H
ZQV 2.5/3;1813-6760;WEIDM‹LLER;Propojka ZQV 2,5/3  ûlut·;1608870000;;H
ZQV 2.5/4;1813-6761;WEIDM‹LLER;Propojka ZQV 2,5/4;1608880000;;H
ZQV 2.5/10;1813-6763;WEIDM‹LLER;Propojka ZQV 2,5/10 ûlut·;1608940000;;H
ZDK 2.5;1813-6764;WEIDM‹LLER;SVORKA DVOURADA ZDK2.5/1.5;1674300000;;H
ZAP/TW ZDK2.5;1813-6765;WEIDM‹LLER;Delici stena k ZAP/TW ZDK2,5;1674730000;;H
HC-B 16-ESTS;1813-6782;PHOENIX CONTACT;Stifteinsatz 16P+E SR HC-B16 HEAVY;1771480;;U
AES 1235;1813-6795;SCHMERSAL;RelÈ bezpeËnostnÌ  24VDC   AES 1235;;;U
ZPE 4;1813-6815;WEIDM‹LLER;Radove svorky ZPE  0,5-4,0mm2   fz GNYE;1632080000;;H
ZDU 2.5/4AN;1813-6816;WEIDM‹LLER;Radove svorky 2.5 mm? 800 V, 24 A;1608570000;;H
ZPE 2.5/4AN;1813-6817;WEIDM‹LLER;Svorka gb/bn 0,5-  4,0mm2 ZPE2.5/4AN;1608660000;;H
ZAP/TW 3;1813-6818;WEIDM‹LLER;Delici stena k ZAP/TW 3;1608800000;;H
ZDU 4;1813-6819;WEIDM‹LLER;Radove svorky ZDU  0,5-4,0mm2   fz GY;1632050000;;H
ZAP/TW 4;1813-6821;WEIDM‹LLER;CELO svorky - ZAP/TW 4;1632090000;;H
MSTB 2,5/ 4-STF-5,08;1813-6847;PHOENIX CONTACT;Stecker  4P Schr.Flansch seitl. COMB;1778001;;U
ST 4;1813-6853;PHOENIX CONTACT;Prubezna radova svorka ST4;3031364;;H
D-ST 4;1813-6854;PHOENIX CONTACT;Kryt svorky D-ST-4;3030420;;H
12.03.2025;1813-6858;ROLINE;Adapter  9p  ST/ST                  DSub;;;H
TS 4120.000;1813-6876;RITTAL;Schaltplanpult f. Tuerbreite 800mm;4120000;;U
ST 4 BU;1813-6890;PHOENIX CONTACT;Radove svorky 0.5-4.0mm2 ST4 BU;3031377;;H
ST 4-PE;1813-6891;PHOENIX CONTACT;Svorkovnice ochranneho vodice;3031380;;H
STTB 2,5;1813-6892;PHOENIX CONTACT;Svorka STTB2.5;3031270;;H
D-STTB 2,5;1813-6893;PHOENIX CONTACT;Kryt STTB1,5 /  2,5 GY;3030459;;H
FBS  2-12;1813-6901;PHOENIX CONTACT;Propojka     2P FBS2-12 RD;3005950;;H
ST 6 BU;1813-6902;PHOENIX CONTACT;Radove svorky 0,2 mm≤ - 10 mm≤ ST6 BU;3031490;;H
ST 6-PE;1813-6903;PHOENIX CONTACT;Radove svorky 0.5-6.0mm2 ST6 PE;3031500;;H
704.032.218;1813-6913;EAO;Tlacitko svitici TL/N ZM RUDA/STR 30,5mm;;;U
704.032.518;1813-6915;EAO;Tlacitko svitici  ploch momen NAT   30,5;;;H
704.032.718;1813-6916;EAO;Tlacitko svitici TL/N ZM CIRA/STR 30,5mm;;;H
SLZF 5.08/02/180 S;1813-6926;WEIDM‹LLER;Stiftleiste, Zugfeder, 2polig;1709370000;;U
SLZF 5.08/04/180 S;1813-6928;WEIDM‹LLER;Stiftleiste, Zugfeder, 4polig;1709390000;;U
TS 8611.020;1813-6946;RITTAL;Comfort grip;8611020;;U
ZEW 35;1813-6950;WEIDM‹LLER;Zarazka pro  TS 35;9540000000;;H
ZEW 35;1813-6950_SART;WEIDM‹LLER;Endwinkel fuer TS 35;;;H
53015060;1813-6975;LAPP;Pruchodka kabelu(PA)PG29  D14,0-25,0  GY;;;H
870-531;1813-6985;WAGO;Svorkovnice 0,08-2,5 mm2 4/2 fz GY Eta2;;;U
870-574;1813-6986;WAGO;STENA DELICI 2,5MM;;;U
870-537;1813-6987;WAGO;ZemnicÌ svorka 0,08-2,5 mm2 4/2 fz YE/GN;;;U
09330009908;1813-6990;HARTING;Vodici pin se zavitem;;;H
09330009909;1813-6991;HARTING;Dutinka f.HAN-D/E;;;H
ST 4-QUATTRO;1813-6997;PHOENIX CONTACT;SVORKA kolejnicov· ST 4-Quattro;3031445;;H
ST 4-QUATTRO BU;1813-6998;PHOENIX CONTACT;SVORKA kolejnicova ST 4- Quattro-BU;3031458;;H
ST 4-QUATTRO-PE;1813-6999;PHOENIX CONTACT;Zugfederklemmen ST 4-Quattro-PE;3031461;;H
D-ST 4-QUATTRO;1813-7000;PHOENIX CONTACT;Kryt svorky k ST 4-Quattro GY;3030527;;H
MVSTBU 2,5/ 2-GFB-;1813-7010;PHOENIX CONTACT;Grundgeh‰use 2P 5.08 COMB;1788347;;H
SAC-3P- 5,0-PUR/M;1813-7017;PHOENIX CONTACT;Kabel SAC-3P- 5,0-PUR/M 8FS 102113002 Ev;1669628;;
SAC-3P- 5,0-PUR/M 8FR;1813-7018;PHOENIX CONTACT;Kabel SAC-3P- 5,0-PUR/M 8FR;1669631;;H
7000-08345-0000000;1813-7022;MURR ELEKTRONIK;Stecker gerade ST M8  4P 4x0.5      MOSA;;;H
ST 2,5-QUATTRO;1813-7028;PHOENIX CONTACT;Svorka ST2,5 QUATTRO;3031306;;H
ST 2,5 BU;1813-7029;PHOENIX CONTACT;Radove svorky ST 2.5-BU;3031225;;H
ST 2,5-PE;1813-7030;PHOENIX CONTACT;Svorkovnice ochranneho vodice;3031238;;H
FBS  2-5;1813-7031;PHOENIX CONTACT;Propojka     2P FBS2-5  RD;3030161;;H
FBS  2-6;1813-7032;PHOENIX CONTACT;Propojka     2P FBS2-6  RD;3030336;;H
KL1104;1813-7045;BECKHOFF;Busklemme 4x2   LED 4K dig Input 3,0ms;;;H
MCR-C-U-U-DC;1813-7064;PHOENIX CONTACT;Trennverst‰rker 3-Weg MCR-C-U/U;2814469;;U
ST 2,5-3L;1813-7065;PHOENIX CONTACT;Radove svorky 0.2-2.5mm2 ST 2.5-3L;3036042;;H
D-ST 2,5-3L;1813-7067;PHOENIX CONTACT;Kryt svorkovnice ST 2,5-3L GY;3036660;;H
D-ST 2,5-3L;1813-7067_SART;PHOENIX CONTACT;Deckel zu ST 2,5-3L GY;;;H
MSTB 2,5/ 5-ST;1813-7076;PHOENIX CONTACT;Konektor MSTB - 5Pol;1754504;;U
CTLM15RUN4;1813-7083;DELTRON;Haube 15P Kst Met, R-SCH Kupplung   DSub;;;H
UM 45-D15SUB/B/ZFK;1813-7097;PHOENIX CONTACT;‹bergabemodul 15P fz KL/Bu Dsub;2293679;;U
AE 1180.500;1813-7103;RITTAL;Skrin AE 800x1000x300mm RAL7035;1180500;;H
SAC-4P- 5,0-PUR/M;1813-7105;PHOENIX CONTACT;Kabel SAC-4P-5.0-PUR/M8fs;1681868;;
SAC-12P- 5,0-PUR/M;1813-7106;PHOENIX CONTACT;Sensor-/Aktor-Kabel12P BU M16  5,0m gew.;1693720;;H
1000.17;1813-7123;AGRO;Kabelova pruchodka (MS)M16/5  D 6,0-10,5;;;U
1555.32.25;1813-7124;AGRO;Pruchodka kabelu(PA)M32    /10 17-25 LGY;10788532;;H
1000.25;1813-7125;AGRO;Pruchodka kabelu(MS)M25/7    16,0-20,5;U18137125;;H
SK 3237.200;1813-7128;RITTAL;Mrizka ventilatoru 116,5x116,5mm;3237200;1819-3047;H
C016 20G003 100 12;1813-7134;AMPHENOL;Geraetedose       3P+E schraub;;;H
3500.20.17;1813-7137;AGRO;Redukce(MS) M20/M16;10544802;;H
09330006116;1813-7141;HARTING;KrimpovacÌ kontakt HAN E M Au AWG 16;10446777;;H
7000-12901-0000000;1813-7160;MURR ELEKTRONIK;MOSA konektor M12 F primy 4-pin;10651083;;H
7000-12701-0000000;1813-7161;MURR ELEKTRONIK;KONEKTOR M12, 4p, straight;;;
BNS250-11Z/2M;1813-7162;SCHMERSAL;Kodovany snimac 24V= 2M;;;U
8000.12;1813-7166;AGRO;Matice pruchodky(MS)M12;10563561;;H
1180.20.110;1813-7168;AGRO;Pruchodka kabel(MS)M20        /10   8-11;10809833;;H
3RV1011-1DA10;1813-7174;SIEMENS;Spoustec motoru 2.2-3.2A       S00 Screw;10395234;;H
DVMA09UN4-OS;1813-7175;DELTRON;D-Sub konektor 45∞ Zn;;;H
ST 4-HESILED 24 (5;1813-7185;PHOENIX CONTACT;Svorkovnice POJISTEK G 5 x 20 mm 24V;3036547;;H
FBS  4-6;1813-7187;PHOENIX CONTACT;Steckbr¸cke  4P FBS4-6  RD;3030255;;H
FBS  5-6;1813-7188;PHOENIX CONTACT;Zastrcny mustek 5P 6,2mm;3030349;;H
FBS 10-6;1813-7189;PHOENIX CONTACT;Propojka    10P FBS10-6 RD;3030271;;H
WEW 35/2;1813-7196;WEIDM‹LLER;Klippon WEW-35/2;1061200000;;H
FBS 3-5;1813-7204;PHOENIX CONTACT;Propojka     3P FBS3-5  RD;3030174;;H
FBS  4-5;1813-7205;PHOENIX CONTACT;Propojka     4P FBS4-5  RD;3030187;;H
FBS  5-5;1813-7206;PHOENIX CONTACT;Propojka     5P FBS5-5  RD;3030190;;H
FBS  2-10;1813-7214;PHOENIX CONTACT;Propojka     2P FBS2-10 RD;3005947;;H
RB ST 10-(2,5/4);1813-7215;PHOENIX CONTACT;Propojka RB ST 10-2.5/4;3030873;;H
GL5;1813-7234;L‹TZE;Kluzna matice M5  GL5  St-vzp;;;H
UM 45-D37SUB/B/ZFK;1813-7235;PHOENIX CONTACT;‹bergabeelement,    D-Sub 37Bu - Klemmen;2293695;;H
PLC-ATP BK;1813-7239;PHOENIX CONTACT;Koncovka k PLC Relais;2966841;;
EL 2232.000;1813-7243;RITTAL;"Ventilacni panel 19"" 2U AL elox";2232000;;H
BA7A40025;1813-7248;HAGER;Kanal kabelovy 40x25 (Vxä);;;H
TMC 1 F1 100  6,0A;1813-7251;PHOENIX CONTACT;Sich-Autom. 2P  (F)  6,00A     250V;0914141;;U
PKZM0-0,4-SC;1813-7254;EATON;Spoustec motoru 3P0,25- 0,4A;229830;;H
